Date ->,03/24/26,CUSIP,SECURITY TYPE,RATE,MATURITY DATE,CALL DATE,BUY,SELL,END OF DAY,,Type,Buy yield,Sell yield,EOD yield,Bid/ask yield spread,Bid/ask price spread
,,912810FT0,MARKET BASED BOND,4.500%,02/15/36,,101.656250,101.437500,0.000000,,BOND,4.292%,4.319%,,0.027%,0.2157%
,,912810PT9,MARKET BASED BOND,4.750%,02/15/37,,103.203125,103.062500,0.000000,,BOND,4.377%,4.393%,,0.016%,0.1364%
,,912810PU6,MARKET BASED BOND,5.000%,05/15/37,,105.453125,105.281250,0.000000,,BOND,4.376%,4.395%,,0.019%,0.1633%
,,912810PW2,MARKET BASED BOND,4.375%,02/15/38,,99.406250,99.281250,0.000000,,BOND,4.439%,4.453%,,0.014%,0.1259%
,,912810PX0,MARKET BASED BOND,4.500%,05/15/38,,100.296875,100.156250,0.000000,,BOND,4.468%,4.483%,,0.015%,0.1404%
,,912810QA9,MARKET BASED BOND,3.500%,02/15/39,,89.796875,89.656250,0.000000,,BOND,4.554%,4.570%,,0.016%,0.1568%
,,912810QB7,MARKET BASED BOND,4.250%,05/15/39,,96.546875,96.406250,0.000000,,BOND,4.603%,4.617%,,0.015%,0.1459%
,,912810QC5,MARKET BASED BOND,4.500%,08/15/39,,98.578125,98.437500,0.000000,,BOND,4.643%,4.658%,,0.014%,0.1429%
,,912810QD3,MARKET BASED BOND,4.375%,11/15/39,,97.062500,96.937500,0.000000,,BOND,4.668%,4.681%,,0.013%,0.1289%
,,912810QE1,MARKET BASED BOND,4.625%,02/15/40,,99.484375,99.343750,0.000000,,BOND,4.675%,4.689%,,0.014%,0.1416%
,,912810QH4,MARKET BASED BOND,4.375%,05/15/40,,96.656250,96.531250,0.000000,,BOND,4.701%,4.713%,,0.012%,0.1295%
,,912810SR0,MARKET BASED BOND,1.125%,05/15/40,,62.609375,62.500000,0.000000,,BOND,4.796%,4.810%,,0.014%,0.1750%
,,912810QK7,MARKET BASED BOND,3.875%,08/15/40,,91.156250,91.031250,0.000000,,BOND,4.728%,4.741%,,0.013%,0.1373%
,,912810SQ2,MARKET BASED BOND,1.125%,08/15/40,,61.984375,61.875000,0.000000,,BOND,4.816%,4.830%,,0.014%,0.1768%
,,912810QL5,MARKET BASED BOND,4.250%,11/15/40,,94.828125,94.718750,0.000000,,BOND,4.743%,4.754%,,0.011%,0.1155%
,,912810ST6,MARKET BASED BOND,1.375%,11/15/40,,64.015625,63.937500,0.000000,,BOND,4.832%,4.841%,,0.010%,0.1222%
,,912810SW9,MARKET BASED BOND,1.875%,02/15/41,,68.875000,68.812500,0.000000,,BOND,4.829%,4.836%,,0.007%,0.0908%
,,912810QN1,MARKET BASED BOND,4.750%,02/15/41,,100.031250,99.937500,0.000000,,BOND,4.747%,4.755%,,0.009%,0.0938%
,,912810SY5,MARKET BASED BOND,2.250%,05/15/41,,72.453125,72.375000,0.000000,,BOND,4.836%,4.845%,,0.009%,0.1079%
,,912810QQ4,MARKET BASED BOND,4.375%,05/15/41,,95.796875,95.687500,0.000000,,BOND,4.767%,4.778%,,0.011%,0.1143%
,,912810QS0,MARKET BASED BOND,3.750%,08/15/41,,88.687500,88.593750,0.000000,,BOND,4.797%,4.807%,,0.009%,0.1058%
,,912810TA6,MARKET BASED BOND,1.750%,08/15/41,,66.437500,66.343750,0.000000,,BOND,4.874%,4.885%,,0.011%,0.1413%
,,912810TC2,MARKET BASED BOND,2.000%,11/15/41,,68.703125,68.625000,0.000000,,BOND,4.884%,4.893%,,0.009%,0.1138%
,,912810QT8,MARKET BASED BOND,3.125%,11/15/41,,81.359375,81.250000,0.000000,,BOND,4.837%,4.848%,,0.011%,0.1346%
,,912810QU5,MARKET BASED BOND,3.125%,02/15/42,,80.968750,80.843750,0.000000,,BOND,4.857%,4.870%,,0.013%,0.1546%
,,912810TF5,MARKET BASED BOND,2.375%,02/15/42,,72.421875,72.343750,0.000000,,BOND,4.890%,4.899%,,0.009%,0.1080%
,,912810TH1,MARKET BASED BOND,3.250%,05/15/42,,81.953125,81.875000,0.000000,,BOND,4.878%,4.886%,,0.008%,0.0954%
,,912810QW1,MARKET BASED BOND,3.000%,05/15/42,,79.187500,79.062500,0.000000,,BOND,4.877%,4.890%,,0.013%,0.1581%
,,912810QX9,MARKET BASED BOND,2.750%,08/15/42,,75.968750,75.843750,0.000000,,BOND,4.899%,4.912%,,0.013%,0.1648%
,,912810TK4,MARKET BASED BOND,3.375%,08/15/42,,83.062500,82.968750,0.000000,,BOND,4.888%,4.898%,,0.009%,0.1130%
,,912810TM0,MARKET BASED BOND,4.000%,11/15/42,,89.984375,89.906250,0.000000,,BOND,4.886%,4.893%,,0.007%,0.0869%
,,912810QY7,MARKET BASED BOND,2.750%,11/15/42,,75.593750,75.500000,0.000000,,BOND,4.914%,4.923%,,0.010%,0.1242%
,,912810QZ4,MARKET BASED BOND,3.125%,02/15/43,,79.593750,79.500000,0.000000,,BOND,4.917%,4.926%,,0.009%,0.1179%
,,912810TQ1,MARKET BASED BOND,3.875%,02/15/43,,88.359375,88.312500,0.000000,,BOND,4.895%,4.900%,,0.004%,0.0531%
,,912810TS7,MARKET BASED BOND,3.875%,05/15/43,,88.109375,88.062500,0.000000,,BOND,4.908%,4.913%,,0.004%,0.0532%
,,912810RB6,MARKET BASED BOND,2.875%,05/15/43,,76.312500,76.187500,0.000000,,BOND,4.939%,4.952%,,0.013%,0.1641%
,,912810RC4,MARKET BASED BOND,3.625%,08/15/43,,84.890625,84.812500,0.000000,,BOND,4.928%,4.936%,,0.007%,0.0921%
,,912810TU2,MARKET BASED BOND,4.375%,08/15/43,,93.828125,93.781250,0.000000,,BOND,4.906%,4.910%,,0.004%,0.0500%
,,912810RD2,MARKET BASED BOND,3.750%,11/15/43,,86.140625,86.093750,0.000000,,BOND,4.935%,4.940%,,0.004%,0.0544%
,,912810TW8,MARKET BASED BOND,4.750%,11/15/43,,98.218750,98.187500,0.000000,,BOND,4.901%,4.904%,,0.003%,0.0318%
,,912810TZ1,MARKET BASED BOND,4.500%,02/15/44,,95.046875,95.000000,0.000000,,BOND,4.919%,4.923%,,0.004%,0.0493%
,,912810RE0,MARKET BASED BOND,3.625%,02/15/44,,84.421875,84.343750,0.000000,,BOND,4.947%,4.954%,,0.007%,0.0926%
,,912810RG5,MARKET BASED BOND,3.375%,05/15/44,,81.203125,81.125000,0.000000,,BOND,4.957%,4.965%,,0.008%,0.0963%
,,912810UB2,MARKET BASED BOND,4.625%,05/15/44,,96.421875,96.375000,0.000000,,BOND,4.925%,4.929%,,0.004%,0.0486%
,,912810UD8,MARKET BASED BOND,4.125%,08/15/44,,90.156250,90.125000,0.000000,,BOND,4.946%,4.948%,,0.003%,0.0347%
,,912810RH3,MARKET BASED BOND,3.125%,08/15/44,,77.859375,77.781250,0.000000,,BOND,4.976%,4.983%,,0.008%,0.1004%
,,912810RJ9,MARKET BASED BOND,3.000%,11/15/44,,76.062500,76.000000,0.000000,,BOND,4.986%,4.993%,,0.006%,0.0822%
,,912810UF3,MARKET BASED BOND,4.625%,11/15/44,,96.187500,96.156250,0.000000,,BOND,4.940%,4.942%,,0.003%,0.0325%
,,912810UJ5,MARKET BASED BOND,4.750%,02/15/45,,97.656250,97.625000,0.000000,,BOND,4.942%,4.944%,,0.003%,0.0320%
,,912810RK6,MARKET BASED BOND,2.500%,02/15/45,,69.625000,69.562500,0.000000,,BOND,5.004%,5.010%,,0.006%,0.0898%
,,912810RM2,MARKET BASED BOND,3.000%,05/15/45,,75.593750,75.531250,0.000000,,BOND,4.994%,5.001%,,0.006%,0.0827%
,,912810UL0,MARKET BASED BOND,5.000%,05/15/45,,100.718750,100.687500,0.000000,,BOND,4.941%,4.944%,,0.003%,0.0310%
,,912810UN6,MARKET BASED BOND,4.875%,08/15/45,,99.093750,99.062500,0.000000,,BOND,4.948%,4.950%,,0.003%,0.0315%
,,912810RN0,MARKET BASED BOND,2.875%,08/15/45,,73.750000,73.687500,0.000000,,BOND,5.005%,5.011%,,0.006%,0.0848%
,,912810RP5,MARKET BASED BOND,3.000%,11/15/45,,75.109375,75.031250,0.000000,,BOND,5.005%,5.012%,,0.008%,0.1041%
,,912810UQ9,MARKET BASED BOND,4.625%,11/15/45,,95.843750,95.812500,0.000000,,BOND,4.958%,4.961%,,0.003%,0.0326%
,,912810UT3,MARKET BASED BOND,4.625%,02/15/46,,95.859375,95.843750,0.000000,,BOND,4.954%,4.956%,,0.001%,0.0163%
,,912810RQ3,MARKET BASED BOND,2.500%,02/15/46,,68.468750,68.406250,0.000000,,BOND,5.025%,5.031%,,0.006%,0.0914%
,,912810RS9,MARKET BASED BOND,2.500%,05/15/46,,68.218750,68.156250,0.000000,,BOND,5.027%,5.033%,,0.006%,0.0917%
,,912810RT7,MARKET BASED BOND,2.250%,08/15/46,,64.718750,64.656250,0.000000,,BOND,5.038%,5.044%,,0.006%,0.0967%
,,912810RU4,MARKET BASED BOND,2.875%,11/15/46,,72.625000,72.562500,0.000000,,BOND,5.020%,5.026%,,0.006%,0.0861%
,,912810RV2,MARKET BASED BOND,3.000%,02/15/47,,74.062500,74.000000,0.000000,,BOND,5.017%,5.023%,,0.006%,0.0845%
,,912810RX8,MARKET BASED BOND,3.000%,05/15/47,,73.843750,73.781250,0.000000,,BOND,5.022%,5.028%,,0.006%,0.0847%
,,912810RY6,MARKET BASED BOND,2.750%,08/15/47,,70.312500,70.250000,0.000000,,BOND,5.031%,5.037%,,0.006%,0.0890%
,,912810RZ3,MARKET BASED BOND,2.750%,11/15/47,,70.093750,70.031250,0.000000,,BOND,5.034%,5.040%,,0.006%,0.0892%
,,912810SA7,MARKET BASED BOND,3.000%,02/15/48,,73.234375,73.156250,0.000000,,BOND,5.030%,5.038%,,0.007%,0.1068%
,,912810SC3,MARKET BASED BOND,3.125%,05/15/48,,74.781250,74.718750,0.000000,,BOND,5.025%,5.031%,,0.006%,0.0836%
,,912810SD1,MARKET BASED BOND,3.000%,08/15/48,,72.906250,72.843750,0.000000,,BOND,5.030%,5.036%,,0.006%,0.0858%
,,912810SE9,MARKET BASED BOND,3.375%,11/15/48,,77.906250,77.843750,0.000000,,BOND,5.019%,5.024%,,0.005%,0.0803%
,,912810SF6,MARKET BASED BOND,3.000%,02/15/49,,72.578125,72.531250,0.000000,,BOND,5.030%,5.034%,,0.004%,0.0646%
,,912810SH2,MARKET BASED BOND,2.875%,05/15/49,,70.718750,70.656250,0.000000,,BOND,5.030%,5.036%,,0.006%,0.0885%
,,912810SJ8,MARKET BASED BOND,2.250%,08/15/49,,61.828125,61.781250,0.000000,,BOND,5.049%,5.053%,,0.005%,0.0759%
,,912810SK5,MARKET BASED BOND,2.375%,11/15/49,,63.359375,63.312500,0.000000,,BOND,5.046%,5.050%,,0.005%,0.0740%
,,912810SL3,MARKET BASED BOND,2.000%,02/15/50,,57.921875,57.875000,0.000000,,BOND,5.052%,5.057%,,0.005%,0.0810%
,,912810SN9,MARKET BASED BOND,1.250%,05/15/50,,47.265625,47.218750,0.000000,,BOND,5.056%,5.062%,,0.005%,0.0993%
,,912810SP4,MARKET BASED BOND,1.375%,08/15/50,,48.687500,48.625000,0.000000,,BOND,5.060%,5.067%,,0.007%,0.1285%
,,912810SS8,MARKET BASED BOND,1.625%,11/15/50,,51.953125,51.906250,0.000000,,BOND,5.057%,5.062%,,0.005%,0.0903%
,,912810SU3,MARKET BASED BOND,1.875%,02/15/51,,55.281250,55.250000,0.000000,,BOND,5.051%,5.054%,,0.003%,0.0566%
,,912810SX7,MARKET BASED BOND,2.375%,05/15/51,,62.296875,62.250000,0.000000,,BOND,5.035%,5.040%,,0.005%,0.0753%
,,912810SZ2,MARKET BASED BOND,2.000%,08/15/51,,56.703125,56.656250,0.000000,,BOND,5.042%,5.046%,,0.005%,0.0827%
,,912810TB4,MARKET BASED BOND,1.875%,11/15/51,,54.703125,54.656250,0.000000,,BOND,5.042%,5.047%,,0.005%,0.0858%
,,912810TD0,MARKET BASED BOND,2.250%,02/15/52,,60.046875,60.000000,0.000000,,BOND,5.025%,5.030%,,0.005%,0.0781%
,,912810TG3,MARKET BASED BOND,2.875%,05/15/52,,69.078125,69.031250,0.000000,,BOND,5.009%,5.013%,,0.004%,0.0679%
,,912810TJ7,MARKET BASED BOND,3.000%,08/15/52,,70.828125,70.781250,0.000000,,BOND,5.003%,5.007%,,0.004%,0.0662%
,,912810TL2,MARKET BASED BOND,4.000%,11/15/52,,85.687500,85.656250,0.000000,,BOND,4.975%,4.977%,,0.002%,0.0365%
,,912810TN8,MARKET BASED BOND,3.625%,02/15/53,,79.968750,79.937500,0.000000,,BOND,4.985%,4.988%,,0.002%,0.0391%
,,912810TR9,MARKET BASED BOND,3.625%,05/15/53,,79.906250,79.875000,0.000000,,BOND,4.983%,4.986%,,0.002%,0.0391%
,,912810TT5,MARKET BASED BOND,4.125%,08/15/53,,87.421875,87.375000,0.000000,,BOND,4.970%,4.974%,,0.003%,0.0536%
,,912810TV0,MARKET BASED BOND,4.750%,11/15/53,,96.937500,96.906250,0.000000,,BOND,4.954%,4.956%,,0.002%,0.0322%
,,912810TX6,MARKET BASED BOND,4.250%,02/15/54,,89.281250,89.250000,0.000000,,BOND,4.964%,4.966%,,0.002%,0.0350%
,,912810UA4,MARKET BASED BOND,4.625%,05/15/54,,95.078125,95.031250,0.000000,,BOND,4.951%,4.954%,,0.003%,0.0493%
,,912810UC0,MARKET BASED BOND,4.250%,08/15/54,,89.312500,89.281250,0.000000,,BOND,4.955%,4.957%,,0.002%,0.0350%
,,912810UE6,MARKET BASED BOND,4.500%,11/15/54,,93.156250,93.125000,0.000000,,BOND,4.949%,4.951%,,0.002%,0.0336%
,,912810UG1,MARKET BASED BOND,4.625%,02/15/55,,95.125000,95.093750,0.000000,,BOND,4.943%,4.946%,,0.002%,0.0329%
,,912810UK2,MARKET BASED BOND,4.750%,05/15/55,,97.109375,97.093750,0.000000,,BOND,4.938%,4.939%,,0.001%,0.0161%
,,912810UM8,MARKET BASED BOND,4.750%,08/15/55,,97.203125,97.187500,0.000000,,BOND,4.931%,4.932%,,0.001%,0.0161%
,,912810UP1,MARKET BASED BOND,4.625%,11/15/55,,95.281250,95.250000,0.000000,,BOND,4.929%,4.931%,,0.002%,0.0328%
,,912810UR7,MARKET BASED BOND,4.750%,02/15/56,,97.265625,97.250000,0.000000,,BOND,4.925%,4.926%,,0.001%,0.0161%
,,91282CCA7,TIPS,0.125%,04/15/26,,0.000000,100.062500,0.000000,,TIPS,,-0.908%,,,
,,912828S50,TIPS,0.125%,07/15/26,,0.000000,101.343750,0.000000,,TIPS,,-4.123%,,,
,,91282CDC2,TIPS,0.125%,10/15/26,,100.828125,100.781250,0.000000,,TIPS,-1.342%,-1.260%,,0.082%,0.0465%
,,912828V49,TIPS,0.375%,01/15/27,,100.140625,100.093750,0.000000,,TIPS,0.202%,0.259%,,0.058%,0.0468%
,,912810PS1,TIPS,2.375%,01/15/27,,101.750000,101.687500,0.000000,,TIPS,0.217%,0.293%,,0.076%,0.0615%
,,91282CEJ6,TIPS,0.125%,04/15/27,,99.359375,99.312500,0.000000,,TIPS,0.733%,0.777%,,0.045%,0.0472%
,,9128282L3,TIPS,0.375%,07/15/27,,99.875000,99.812500,0.000000,,TIPS,0.471%,0.519%,,0.048%,0.0626%
,,91282CFR7,TIPS,1.625%,10/15/27,,101.453125,101.406250,0.000000,,TIPS,0.687%,0.717%,,0.030%,0.0462%
,,9128283R9,TIPS,0.500%,01/15/28,,99.109375,99.062500,0.000000,,TIPS,0.997%,1.023%,,0.026%,0.0473%
,,912810PV4,TIPS,1.750%,01/15/28,,101.312500,101.250000,0.000000,,TIPS,1.017%,1.052%,,0.035%,0.0617%
,,912810FD5,TIPS,3.625%,04/15/28,,105.078125,105.031250,0.000000,,TIPS,1.125%,1.147%,,0.022%,0.0446%
,,91282CGW5,TIPS,1.250%,04/15/28,,100.218750,100.187500,0.000000,,TIPS,1.142%,1.158%,,0.015%,0.0312%
,,912828Y38,TIPS,0.750%,07/15/28,,99.546875,99.500000,0.000000,,TIPS,0.949%,0.969%,,0.021%,0.0471%
,,91282CJH5,TIPS,2.375%,10/15/28,,103.390625,103.343750,0.000000,,TIPS,1.030%,1.048%,,0.018%,0.0454%
,,9128285W6,TIPS,0.875%,01/15/29,,99.109375,99.062500,0.000000,,TIPS,1.198%,1.215%,,0.017%,0.0473%
,,912810PZ5,TIPS,2.500%,01/15/29,,103.593750,103.531250,0.000000,,TIPS,1.196%,1.219%,,0.022%,0.0604%
,,912810FH6,TIPS,3.875%,04/15/29,,107.718750,107.656250,0.000000,,TIPS,1.294%,1.314%,,0.020%,0.0581%
,,91282CKL4,TIPS,2.125%,04/15/29,,102.484375,102.437500,0.000000,,TIPS,1.294%,1.310%,,0.015%,0.0458%
,,9128287D6,TIPS,0.250%,07/15/29,,97.015625,96.968750,0.000000,,TIPS,1.171%,1.186%,,0.015%,0.0483%
,,91282CLV1,TIPS,1.625%,10/15/29,,101.359375,101.312500,0.000000,,TIPS,1.234%,1.247%,,0.013%,0.0463%
,,912828Z37,TIPS,0.125%,01/15/30,,95.468750,95.406250,0.000000,,TIPS,1.348%,1.366%,,0.017%,0.0655%
,,91282CNB3,TIPS,1.625%,04/15/30,,100.796875,100.750000,0.000000,,TIPS,1.422%,1.434%,,0.012%,0.0465%
,,912828ZZ6,TIPS,0.125%,07/15/30,,94.953125,94.906250,0.000000,,TIPS,1.333%,1.345%,,0.012%,0.0494%
,,91282CPH8,TIPS,1.125%,10/15/30,,98.859375,98.812500,0.000000,,TIPS,1.384%,1.395%,,0.011%,0.0474%
,,91282CBF7,TIPS,0.125%,01/15/31,,93.734375,93.687500,0.000000,,TIPS,1.479%,1.489%,,0.011%,0.0500%
,,91282CCM1,TIPS,0.125%,07/15/31,,93.171875,93.125000,0.000000,,TIPS,1.466%,1.475%,,0.010%,0.0503%
,,91282CDX6,TIPS,0.125%,01/15/32,,91.812500,91.781250,0.000000,,TIPS,1.606%,1.612%,,0.006%,0.0340%
,,912810FQ6,TIPS,3.375%,04/15/32,,110.109375,110.062500,0.000000,,TIPS,1.617%,1.625%,,0.008%,0.0426%
,,91282CEZ0,TIPS,0.625%,07/15/32,,94.140625,94.093750,0.000000,,TIPS,1.605%,1.613%,,0.008%,0.0498%
,,91282CGK1,TIPS,1.125%,01/15/33,,96.125000,96.093750,0.000000,,TIPS,1.730%,1.735%,,0.005%,0.0325%
,,91282CHP9,TIPS,1.375%,07/15/33,,97.562500,97.531250,0.000000,,TIPS,1.731%,1.736%,,0.005%,0.0320%
,,91282CJY8,TIPS,1.750%,01/15/34,,99.375000,99.343750,0.000000,,TIPS,1.836%,1.840%,,0.004%,0.0315%
,,91282CLE9,TIPS,1.875%,07/15/34,,100.265625,100.218750,0.000000,,TIPS,1.840%,1.846%,,0.006%,0.0468%
,,91282CML2,TIPS,2.125%,01/15/35,,101.421875,101.375000,0.000000,,TIPS,1.948%,1.954%,,0.006%,0.0462%
,,91282CNS6,TIPS,1.875%,07/15/35,,99.328125,99.281250,0.000000,,TIPS,1.954%,1.960%,,0.006%,0.0472%
,,91282CPU9,TIPS,1.875%,01/15/36,,98.593750,98.562500,0.000000,,TIPS,2.034%,2.037%,,0.004%,0.0317%
,,912810QF8,TIPS,2.125%,02/15/40,,97.859375,97.781250,0.000000,,TIPS,2.306%,2.313%,,0.007%,0.0799%
,,912810QP6,TIPS,2.125%,02/15/41,,96.734375,96.656250,0.000000,,TIPS,2.387%,2.393%,,0.006%,0.0808%
,,912810QV3,TIPS,0.750%,02/15/42,,77.031250,76.968750,0.000000,,TIPS,2.511%,2.517%,,0.006%,0.0812%
,,912810RA8,TIPS,0.625%,02/15/43,,73.640625,73.562500,0.000000,,TIPS,2.556%,2.562%,,0.007%,0.1062%
,,912810RF7,TIPS,1.375%,02/15/44,,82.671875,82.593750,0.000000,,TIPS,2.591%,2.597%,,0.006%,0.0946%
,,912810RL4,TIPS,0.750%,02/15/45,,71.890625,71.812500,0.000000,,TIPS,2.651%,2.657%,,0.006%,0.1088%
,,912810RR1,TIPS,1.000%,02/15/46,,74.265625,74.187500,0.000000,,TIPS,2.677%,2.683%,,0.006%,0.1053%
,,912810RW0,TIPS,0.875%,02/15/47,,71.046875,70.968750,0.000000,,TIPS,2.696%,2.702%,,0.006%,0.1101%
,,912810SB5,TIPS,1.000%,02/15/48,,71.890625,71.812500,0.000000,,TIPS,2.710%,2.716%,,0.006%,0.1088%
,,912810SG4,TIPS,1.000%,02/15/49,,70.828125,70.750000,0.000000,,TIPS,2.720%,2.726%,,0.006%,0.1104%
,,912810SM1,TIPS,0.250%,02/15/50,,56.625000,56.562500,0.000000,,TIPS,2.734%,2.739%,,0.005%,0.1105%
,,912810SV1,TIPS,0.125%,02/15/51,,53.125000,53.062500,0.000000,,TIPS,2.733%,2.737%,,0.005%,0.1178%
,,912810TE8,TIPS,0.125%,02/15/52,,51.937500,51.875000,0.000000,,TIPS,2.724%,2.729%,,0.005%,0.1205%
,,912810TP3,TIPS,1.500%,02/15/53,,76.750000,76.687500,0.000000,,TIPS,2.725%,2.729%,,0.004%,0.0815%
,,912810TY4,TIPS,2.125%,02/15/54,,88.250000,88.187500,0.000000,,TIPS,2.729%,2.733%,,0.003%,0.0709%
,,912810UH9,TIPS,2.375%,02/15/55,,93.093750,93.031250,0.000000,,TIPS,2.722%,2.725%,,0.003%,0.0672%
,,912810US5,TIPS,2.375%,02/15/56,,92.968750,92.906250,0.000000,,TIPS,2.720%,2.723%,,0.003%,0.0673%
,,91282CKM2,MARKET BASED FRN,3.872%,04/30/26,,0.000000,100.009903,0.000000,,FRN,,3.717%,,,
,,91282CLA7,MARKET BASED FRN,3.904%,07/31/26,,100.056701,100.049649,0.000000,,FRN,3.722%,3.742%,,0.020%,0.0070%
,,91282CLT6,MARKET BASED FRN,3.928%,10/31/26,,100.097193,100.086646,0.000000,,FRN,3.758%,3.776%,,0.018%,0.0105%
,,91282CMJ7,MARKET BASED FRN,3.819%,01/31/27,,100.036600,100.025976,0.000000,,FRN,3.771%,3.784%,,0.013%,0.0106%
,,91282CMX6,MARKET BASED FRN,3.882%,04/30/27,,100.109278,100.095682,0.000000,,FRN,3.777%,3.790%,,0.013%,0.0136%
,,91282CNQ0,MARKET BASED FRN,3.881%,07/31/27,,100.109559,100.099580,0.000000,,FRN,3.794%,3.802%,,0.008%,0.0100%
,,91282CPG0,MARKET BASED FRN,3.912%,10/31/27,,100.170545,100.162687,0.000000,,FRN,3.800%,3.805%,,0.005%,0.0078%
,,91282CPX3,MARKET BASED FRN,3.820%,01/31/28,,100.016471,100.005169,0.000000,,FRN,3.809%,3.815%,,0.006%,0.0113%